JobID,JobName,User,Partition,State,AllocCPUS,Elapsed,MaxRSS,TotalCPU
380099.batch,batch,,,FAILED,20,00:00:16,0,00:03.333
380099.extern,extern,,,COMPLETED,20,00:00:19,0,00:00.001
380100,Q06S512a,dgoncalves,cpu2,FAILED,40,00:00:10,,00:02.893
380100.batch,batch,,,FAILED,40,00:00:10,0,00:02.891
380100.extern,extern,,,COMPLETED,40,00:00:13,0,00:00.001
380101,Q06S512a,dgoncalves,cpu2,FAILED,80,00:00:11,,00:02.757
380101.batch,batch,,,FAILED,80,00:00:11,0,00:02.756
380101.extern,extern,,,COMPLETED,80,00:00:13,0,00:00.001
380102,Q07S512a,dgoncalves,cpu2,FAILED,10,00:00:06,,00:02.250
380102.batch,batch,,,FAILED,10,00:00:06,0,00:02.249
380102.extern,extern,,,COMPLETED,10,00:00:09,0,00:00.001
380103,Q07S512a,dgoncalves,cpu2,FAILED,20,00:00:17,,00:03.030
380103.batch,batch,,,FAILED,20,00:00:17,0,00:03.029
380103.extern,extern,,,COMPLETED,20,00:00:20,0,00:00.001
380104,Q07S512a,dgoncalves,cpu2,FAILED,40,00:00:11,,00:03.767
380104.batch,batch,,,FAILED,40,00:00:11,0,00:03.766
380104.extern,extern,,,COMPLETED,40,00:00:13,0,00:00.001
380105,Q07S512a,dgoncalves,cpu2,FAILED,80,00:00:10,,00:02.792
380105.batch,batch,,,FAILED,80,00:00:10,0,00:02.791
380105.extern,extern,,,COMPLETED,80,00:00:13,0,00:00.001
380106,Q08S512a,dgoncalves,cpu2,FAILED,10,00:00:07,,00:02.544
380106.batch,batch,,,FAILED,10,00:00:07,0,00:02.543
380106.extern,extern,,,COMPLETED,10,00:00:09,0,00:00.001
380107,Q08S512a,dgoncalves,cpu2,FAILED,20,00:00:17,,00:02.947
380107.batch,batch,,,FAILED,20,00:00:17,0,00:02.946
380107.extern,extern,,,COMPLETED,20,00:00:20,0,00:00.001
380108,Q08S512a,dgoncalves,cpu2,FAILED,40,00:00:11,,00:02.780
380108.batch,batch,,,FAILED,40,00:00:11,0,00:02.779
380108.extern,extern,,,COMPLETED,40,00:00:13,0,00:00.001
380109,Q08S512a,dgoncalves,cpu2,FAILED,80,00:00:10,,00:02.761
380109.batch,batch,,,FAILED,80,00:00:10,0,00:02.760
380109.extern,extern,,,COMPLETED,80,00:00:13,0,00:00.001
